epoch,step,train_loss
0,49,0.17885105311870575
0,99,0.031626224517822266
0,149,0.0001712072844384238
0,199,1.0372991561889648
0,249,2.0290687084198
0,299,0.007913215085864067
0,349,1.588336706161499
0,399,0.28196480870246887
0,449,0.043814729899168015
0,499,1.1817522048950195
0,549,0.009629468433558941
0,599,1.3081947565078735
0,649,0.0725802630186081
0,699,0.05082246661186218
0,749,0.55555659532547
0,799,0.21655341982841492
0,849,0.3393894135951996
0,899,0.007390848360955715
0,949,0.03189034387469292
0,999,0.23202906548976898
0,1049,0.3175426423549652
0,1099,3.412365198135376
0,1149,0.3569045066833496
0,1199,0.1629336029291153
0,1249,1.8964996337890625
0,1299,1.1614443063735962
0,1349,0.0186170544475317
0,1399,0.002621394582092762
0,1449,2.653482675552368
0,1499,0.004603168927133083
0,1549,0.012935093604028225
0,1599,0.24582356214523315
0,1649,0.07921671867370605
